country,country_serial,metric,value,unit,sector,sub_sector,sub_sub_sector,source_link,source,year
Liberia,LBR,Energy Indicator,29.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/liberia,Africa Energy Portal,2022
Liberia,LBR,Energy Indicator,29.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/liberia,Africa Energy Portal,2022
Liberia,LBR,Energy Indicator,8.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/liberia,Africa Energy Portal,2022
Liberia,LBR,Energy Indicator,8.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/liberia,Africa Energy Portal,2022
Liberia,LBR,Energy Indicator,49.4,%,Energy,General,National,https://africa-energy-portal.org/aep/country/liberia,Africa Energy Portal,2022
Liberia,LBR,Energy Indicator,49.4,%,Energy,General,National,https://africa-energy-portal.org/aep/country/liberia,Africa Energy Portal,2022
Liberia,LBR,Energy Indicator,0.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/liberia,Africa Energy Portal,2022
Liberia,LBR,Energy Indicator,0.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/liberia,Africa Energy Portal,2022
Libya,LBY,Access to Electricity,50.0,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Installed Capacity,10.0,GW,Electricity,Generation,Total,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Installed Capacity,7.5,GW,Electricity,Generation,Total,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Installed Capacity,10.0,GW,Electricity,Generation,Total,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Installed Capacity,10.0,GW,Electricity,Generation,Total,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Installed Capacity,7.5,GW,Electricity,Generation,Total,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Wind Energy,250.0,MW,Renewables,Generation,Total,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Access to Electricity,70.2,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Access to Electricity,70.2,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Access to Electricity,6.8,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Access to Electricity,6.8,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Access to Electricity,85.1,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Access to Electricity,85.1,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,70.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,6.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Libya,LBY,Energy Indicator,85.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/libya,Africa Energy Portal,2022
Madagascar,MDG,Access to Electricity,22.0,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Wind Energy,250.0,MW,Renewables,Generation,Total,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,72.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,72.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,1.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,1.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Access to Electricity,35.1,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Access to Electricity,35.1,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Access to Electricity,10.9,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Access to Electricity,10.9,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Access to Electricity,72.6,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Access to Electricity,72.6,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Access to Electricity,1.5,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Access to Electricity,1.5,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,35.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
Madagascar,MDG,Energy Indicator,10.9,%,Energy,General,National,https://africa-energy-portal.org/aep/country/madagascar,Africa Energy Portal,2022
